"standardTime","timezone","airportType","airportName","temperature","percentageOfClouds","windSpeed","windDirection","precipitations","snowMeasurement","description","delay"
"2025-05-11T15:35:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","21"
"2025-05-11T15:35:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","21"
"2025-05-11T14:55:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","20"
"2025-05-11T17:35:00+00:00","Europe/Madrid","Arrival","MAD","16.200000762939453","20","7.199999809265137","300.0","0.0","0.0","few clouds","0"
"2025-05-11T14:55:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","20"
"2025-05-11T17:35:00+00:00","Europe/Madrid","Arrival","MAD","16.200000762939453","20","7.199999809265137","300.0","0.0","0.0","few clouds","0"
"2025-05-11T14:55:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","20"
"2025-05-11T17:35:00+00:00","Europe/Madrid","Arrival","MAD","16.200000762939453","20","7.199999809265137","300.0","0.0","0.0","few clouds","0"
"2025-05-11T14:55:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","20"
"2025-05-11T17:35:00+00:00","Europe/Madrid","Arrival","MAD","16.200000762939453","20","7.199999809265137","300.0","0.0","0.0","few clouds","0"
"2025-05-11T14:40:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","20"
"2025-05-11T14:40:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","20"
"2025-05-11T14:40:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","20"
"2025-05-11T14:40:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","20"
"2025-05-11T14:40:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","32"
"2025-05-11T14:40:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","32"
"2025-05-11T14:40:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","20"
"2025-05-11T15:20:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","30"
"2025-05-11T15:20:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","30"
"2025-05-11T15:20:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","27"
"2025-05-11T17:45:00+00:00","Europe/Madrid","Arrival","MAD","16.200000762939453","20","7.199999809265137","300.0","0.0","0.0","few clouds","0"
"2025-05-11T13:50:00+00:00","Europe/Amsterdam","Departure","AMS","24.719999313354492","0","7.199999809265137","120.0","0.0","0.0","clear sky","21"
"2025-05-11T13:50:00+00:00","Europe/Amsterdam","Departure","AMS","24.719999313354492","0","7.199999809265137","120.0","0.0","0.0","clear sky","21"
"2025-05-11T13:50:00+00:00","Europe/Amsterdam","Departure","AMS","24.719999313354492","0","7.199999809265137","120.0","0.0","0.0","clear sky","21"
"2025-05-11T13:50:00+00:00","Europe/Amsterdam","Departure","AMS","24.719999313354492","0","7.199999809265137","120.0","0.0","0.0","clear sky","21"
"2025-05-11T13:50:00+00:00","Europe/Amsterdam","Departure","AMS","24.719999313354492","0","7.199999809265137","120.0","0.0","0.0","clear sky","21"
"2025-05-11T13:50:00+00:00","Europe/Amsterdam","Departure","AMS","24.719999313354492","0","7.199999809265137","120.0","0.0","0.0","clear sky","21"
"2025-05-11T13:50:00+00:00","Europe/Amsterdam","Departure","AMS","24.719999313354492","0","7.199999809265137","120.0","0.0","0.0","clear sky","21"
"2025-05-11T13:50:00+00:00","Europe/Amsterdam","Departure","AMS","24.719999313354492","0","7.199999809265137","120.0","0.0","0.0","clear sky","21"
"2025-05-11T13:50:00+00:00","Europe/Amsterdam","Departure","AMS","24.719999313354492","0","7.199999809265137","120.0","0.0","0.0","clear sky","21"
"2025-05-11T16:25:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","14"
"2025-05-11T16:25:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","14"
"2025-05-11T16:25:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","14"
"2025-05-11T16:25:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","14"
"2025-05-11T16:25:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","14"
"2025-05-11T16:25:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","14"
"2025-05-11T14:45:00+00:00","Europe/Amsterdam","Departure","AMS","24.809999465942383","0","5.809999942779541","120.0","0.0","0.0","clear sky","21"
"2025-05-11T15:40:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","18"
"2025-05-11T15:40:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","18"
"2025-05-11T15:35:00+00:00","Europe/Amsterdam","Departure","AMS","24.559999465942383","0","5.659999847412109","120.0","0.0","0.0","clear sky","17"
"2025-05-11T12:30:00+00:00","Europe/Amsterdam","Departure","AMS","24.549999237060547","0","7.71999979019165","120.0","0.0","0.0","clear sky","17"
